Ur a fat ugly bitch,3
"""These girls they down to fuck they drank got them feelin' theyself. This night life shit ain&rsquo;t new to me all the bad bitches get loose with me.""",2
Can we go buy some alcohol before school?,3
"""A small glittering object not far away caught Rainsford's eye and he picked it up. It was an empty cartridge.""",2
You think you can get away with saying that shit to me over the Internet?,3
I am expecting a baby?,2
U r as stupid as a duck,3
Im gonna cut ur dick out,3
I?? not the only one who knows your secret.,3
You need to have a nice long talk with my fist homo.,1
Wanna make sex now?,3
I hate u,3
I would rather go out with a cow than with u,3
I wanna put my dick in her mouth and I wanna watch her swallow.,3
Fuck you,2
do you want marijuana?,3
You're a nerd,3
if you come to school tomorrow your ass is mine.,3
"""Not only am I extensively trained in unarmed combat but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent you little shit.""",2
U make me horny,3
Bring your love baby I could bring my shame. Bring the drugs baby I could bring my pain.,3
Leave me alone! I hate u,1
Shit,1
"""Give up faggot it?? a dead man?? world and you??e bout to be dead by my knife cuz Imma stab you mofo.""",1
Fuck you,2
??ug a retard?,1
Im gonna rape u,3
OMG You're so dumb and stupid you're a nerd,3
Someday u may lose ur hair.u may lose ur teeth- ur money & even lose ur mind.,2
i want u. i need u. come on stupid air conditioner work!,2
Ur as fat as a wale,2
"""Open your eyes you can?? do shit correctly cuz you??e a fucking retard. Look to the sky cuz your too dumb to look anywhere else bitch.""",2
U down for it,1
"""Aside from how ridiculous Miley was who the fuck was that blonde moron who introduced her? That was even more uncomfortable than the actual performance.""",2
You were born by mistake,3
"""I am gonna eat u until u cum on my face""",3
"""I wanna cum inside u babe why do u make me use condom?""",3
Loser,1
"""Go fuck yourself not kidding literally go masturbate.""",3
Of course im not gonna invite her! Its a pool party and she is such a lesbian?,3
"""She's love stricken. She's got her jaw stuck from sucking my dick. Aww Fuck.""",3
Stop being such a crying baby,3
"""Black Panther Sex Cologne: 60% of the time it works.. EVERY TIME""",1
You're fat.,2
"""wow damn! What a fucking disgrace. She is one ugly alienesque weirdo. She walks like her legs are elastic bands I&rsquo;ve seen red light hookers with a lot more grace.""",3
